UF,Ano,Grupo de idade,Total,Fonte,new_faixa,new_local
Rio Grande do Sul,2022, 60-64,660763.0,IBGE,60,Rio Grande do Sul
Rio Grande do Sul,2022, 65-69,540911.0,IBGE,65,Rio Grande do Sul
Rio Grande do Sul,2022, 70-74,408054.0,IBGE,70,Rio Grande do Sul
Rio Grande do Sul,2022, 75-79,272809.0,IBGE,75,Rio Grande do Sul
Rio Grande do Sul,2022,80+,300324.0,IBGE,80,Rio Grande do Sul
Mato Grosso do Sul,2022, 05-09,221339.0,IBGE,5,Mato Grosso do Sul
Mato Grosso do Sul,2022, 10-14,213503.0,IBGE,10,Mato Grosso do Sul
Mato Grosso do Sul,2022, 15-19,217214.0,IBGE,15,Mato Grosso do Sul
Mato Grosso do Sul,2022, 20-24,223035.0,IBGE,20,Mato Grosso do Sul
Mato Grosso do Sul,2022, 25-29,224007.0,IBGE,25,Mato Grosso do Sul
Mato Grosso do Sul,2022, 30-34,220945.0,IBGE,30,Mato Grosso do Sul
Mato Grosso do Sul,2022, 35-39,220937.0,IBGE,35,Mato Grosso do Sul
Mato Grosso do Sul,2022, 40-44,210789.0,IBGE,40,Mato Grosso do Sul
Mato Grosso do Sul,2022, 45-49,182704.0,IBGE,45,Mato Grosso do Sul
Mato Grosso do Sul,2022, 50-54,166432.0,IBGE,50,Mato Grosso do Sul
Mato Grosso do Sul,2022, 55-59,150532.0,IBGE,55,Mato Grosso do Sul
Mato Grosso do Sul,2022, 60-64,125918.0,IBGE,60,Mato Grosso do Sul
Mato Grosso do Sul,2022, 65-69,96963.0,IBGE,65,Mato Grosso do Sul
Mato Grosso do Sul,2022, 70-74,68840.0,IBGE,70,Mato Grosso do Sul
Mato Grosso do Sul,2022, 75-79,45981.0,IBGE,75,Mato Grosso do Sul
Mato Grosso do Sul,2022,80+,50337.0,IBGE,80,Mato Grosso do Sul
Mato Grosso,2022, 05-09,289509.0,IBGE,5,Mato Grosso
Mato Grosso,2022, 10-14,273858.0,IBGE,10,Mato Grosso
Mato Grosso,2022, 15-19,281731.0,IBGE,15,Mato Grosso
Mato Grosso,2022, 20-24,298912.0,IBGE,20,Mato Grosso
Mato Grosso,2022, 25-29,311094.0,IBGE,25,Mato Grosso
Mato Grosso,2022, 30-34,305605.0,IBGE,30,Mato Grosso
Mato Grosso,2022, 35-39,304287.0,IBGE,35,Mato Grosso
Mato Grosso,2022, 40-44,287797.0,IBGE,40,Mato Grosso
Mato Grosso,2022, 45-49,245669.0,IBGE,45,Mato Grosso
Mato Grosso,2022, 50-54,215155.0,IBGE,50,Mato Grosso
Mato Grosso,2022, 55-59,184878.0,IBGE,55,Mato Grosso
Mato Grosso,2022, 60-64,147747.0,IBGE,60,Mato Grosso
Mato Grosso,2022, 65-69,108761.0,IBGE,65,Mato Grosso
Mato Grosso,2022, 70-74,74801.0,IBGE,70,Mato Grosso
Mato Grosso,2022, 75-79,47838.0,IBGE,75,Mato Grosso
Mato Grosso,2022,80+,48056.0,IBGE,80,Mato Grosso
Goiás,2022, 05-09,504867.0,IBGE,5,Goiás
Goiás,2022, 10-14,488442.0,IBGE,10,Goiás
Goiás,2022, 15-19,529686.0,IBGE,15,Goiás
Goiás,2022, 20-24,576529.0,IBGE,20,Goiás
Goiás,2022, 25-29,585232.0,IBGE,25,Goiás
Goiás,2022, 30-34,579073.0,IBGE,30,Goiás
Goiás,2022, 35-39,589307.0,IBGE,35,Goiás
Goiás,2022, 40-44,572966.0,IBGE,40,Goiás
Goiás,2022, 45-49,505625.0,IBGE,45,Goiás
Goiás,2022, 50-54,444009.0,IBGE,50,Goiás
Goiás,2022, 55-59,386691.0,IBGE,55,Goiás
Goiás,2022, 60-64,316466.0,IBGE,60,Goiás
Goiás,2022, 65-69,239974.0,IBGE,65,Goiás
Goiás,2022, 70-74,171235.0,IBGE,70,Goiás
Goiás,2022, 75-79,113878.0,IBGE,75,Goiás
Goiás,2022,80+,120629.0,IBGE,80,Goiás
Distrito Federal,2022, 05-09,204974.0,IBGE,5,Distrito Federal
Distrito Federal,2022, 10-14,198435.0,IBGE,10,Distrito Federal
Distrito Federal,2022, 15-19,216428.0,IBGE,15,Distrito Federal
Distrito Federal,2022, 20-24,236710.0,IBGE,20,Distrito Federal
Distrito Federal,2022, 25-29,237964.0,IBGE,25,Distrito Federal
Distrito Federal,2022, 30-34,234793.0,IBGE,30,Distrito Federal
Distrito Federal,2022, 35-39,253209.0,IBGE,35,Distrito Federal
Distrito Federal,2022, 40-44,255213.0,IBGE,40,Distrito Federal
Distrito Federal,2022, 45-49,217864.0,IBGE,45,Distrito Federal
Distrito Federal,2022, 50-54,182470.0,IBGE,50,Distrito Federal
Distrito Federal,2022, 55-59,153214.0,IBGE,55,Distrito Federal
Distrito Federal,2022, 60-64,118940.0,IBGE,60,Distrito Federal
Distrito Federal,2022, 65-69,89891.0,IBGE,65,Distrito Federal
Distrito Federal,2022, 70-74,65506.0,IBGE,70,Distrito Federal
Distrito Federal,2022, 75-79,42738.0,IBGE,75,Distrito Federal
Distrito Federal,2022,80+,46867.0,IBGE,80,Distrito Federal
Brasil,2023, 05-09,14589745.0,IBGE,5,Brasil
Brasil,2023, 10-14,14515508.0,IBGE,10,Brasil
Brasil,2023, 15-19,15169410.0,IBGE,15,Brasil
Brasil,2023, 20-24,16138175.0,IBGE,20,Brasil
Brasil,2023, 25-29,16438813.0,IBGE,25,Brasil
Brasil,2023, 30-34,16195503.0,IBGE,30,Brasil
Brasil,2023, 35-39,16698355.0,IBGE,35,Brasil
Brasil,2023, 40-44,16465713.0,IBGE,40,Brasil
Brasil,2023, 45-49,14444516.0,IBGE,45,Brasil
Brasil,2023, 50-54,12842259.0,IBGE,50,Brasil
Brasil,2023, 55-59,11794428.0,IBGE,55,Brasil
Brasil,2023, 60-64,10188680.0,IBGE,60,Brasil
Brasil,2023, 65-69,8102632.0,IBGE,65,Brasil
Brasil,2023, 70-74,6020674.0,IBGE,70,Brasil
Brasil,2023, 75-79,4096575.0,IBGE,75,Brasil
Brasil,2023,80+,4572930.0,IBGE,80,Brasil
Norte,2023, 05-09,1560194.0,IBGE,5,Norte
Norte,2023, 10-14,1572129.0,IBGE,10,Norte
Norte,2023, 15-19,1644083.0,IBGE,15,Norte
Norte,2023, 20-24,1645995.0,IBGE,20,Norte
Norte,2023, 25-29,1581225.0,IBGE,25,Norte
Norte,2023, 30-34,1469861.0,IBGE,30,Norte
Norte,2023, 35-39,1443061.0,IBGE,35,Norte
Norte,2023, 40-44,1356371.0,IBGE,40,Norte
Norte,2023, 45-49,1142619.0,IBGE,45,Norte
Norte,2023, 50-54,939571.0,IBGE,50,Norte
Norte,2023, 55-59,782363.0,IBGE,55,Norte
Norte,2023, 60-64,633017.0,IBGE,60,Norte
Norte,2023, 65-69,482015.0,IBGE,65,Norte
Norte,2023, 70-74,337322.0,IBGE,70,Norte
Norte,2023, 75-79,220515.0,IBGE,75,Norte
Norte,2023,80+,235158.0,IBGE,80,Norte
Nordeste,2023, 05-09,4043311.0,IBGE,5,Nordeste
Nordeste,2023, 10-14,4165609.0,IBGE,10,Nordeste
Nordeste,2023, 15-19,4416907.0,IBGE,15,Nordeste
Nordeste,2023, 20-24,4532615.0,IBGE,20,Nordeste
Nordeste,2023, 25-29,4485052.0,IBGE,25,Nordeste
Nordeste,2023, 30-34,4398424.0,IBGE,30,Nordeste
Nordeste,2023, 35-39,4556077.0,IBGE,35,Nordeste
Nordeste,2023, 40-44,4403383.0,IBGE,40,Nordeste
Nordeste,2023, 45-49,3772678.0,IBGE,45,Nordeste
Nordeste,2023, 50-54,3286789.0,IBGE,50,Nordeste
Nordeste,2023, 55-59,2973737.0,IBGE,55,Nordeste
Nordeste,2023, 60-64,2473193.0,IBGE,60,Nordeste
Nordeste,2023, 65-69,1918629.0,IBGE,65,Nordeste
Nordeste,2023, 70-74,1477723.0,IBGE,70,Nordeste
Nordeste,2023, 75-79,1062457.0,IBGE,75,Nordeste
Nordeste,2023,80+,1241559.0,IBGE,80,Nordeste
Sudeste,2023, 05-09,5727296.0,IBGE,5,Sudeste
Sudeste,2023, 10-14,5649525.0,IBGE,10,Sudeste
Sudeste,2023, 15-19,5855307.0,IBGE,15,Sudeste
Sudeste,2023, 20-24,6397060.0,IBGE,20,Sudeste
Sudeste,2023, 25-29,6634304.0,IBGE,25,Sudeste
Sudeste,2023, 30-34,6620924.0,IBGE,30,Sudeste
Sudeste,2023, 35-39,6947667.0,IBGE,35,Sudeste
Sudeste,2023, 40-44,7022355.0,IBGE,40,Sudeste
Sudeste,2023, 45-49,6264962.0,IBGE,45,Sudeste
Sudeste,2023, 50-54,5636942.0,IBGE,50,Sudeste
Sudeste,2023, 55-59,5248451.0,IBGE,55,Sudeste
Sudeste,2023, 60-64,4663230.0,IBGE,60,Sudeste
Sudeste,2023, 65-69,3791796.0,IBGE,65,Sudeste
Sudeste,2023, 70-74,2797719.0,IBGE,70,Sudeste
Sudeste,2023, 75-79,1876180.0,IBGE,75,Sudeste
Sudeste,2023,80+,2112720.0,IBGE,80,Sudeste
Sul,2023, 05-09,2027087.0,IBGE,5,Sul
Sul,2023, 10-14,1947317.0,IBGE,10,Sul
Sul,2023, 15-19,2019965.0,IBGE,15,Sul
Sul,2023, 20-24,2237864.0,IBGE,20,Sul
Sul,2023, 25-29,2377784.0,IBGE,25,Sul
Sul,2023, 30-34,2364199.0,IBGE,30,Sul
Sul,2023, 35-39,2386296.0,IBGE,35,Sul
Sul,2023, 40-44,2337531.0,IBGE,40,Sul
Sul,2023, 45-49,2078383.0,IBGE,45,Sul
Sul,2023, 50-54,1948632.0,IBGE,50,Sul
Sul,2023, 55-59,1892328.0,IBGE,55,Sul
Sul,2023, 60-64,1683173.0,IBGE,60,Sul
Sul,2023, 65-69,1350506.0,IBGE,65,Sul
Sul,2023, 70-74,1007588.0,IBGE,70,Sul
Sul,2023, 75-79,674006.0,IBGE,75,Sul
Sul,2023,80+,705496.0,IBGE,80,Sul
Centro-Oeste,2023, 05-09,1231857.0,IBGE,5,Centro-Oeste
Centro-Oeste,2023, 10-14,1180928.0,IBGE,10,Centro-Oeste
Centro-Oeste,2023, 15-19,1233148.0,IBGE,15,Centro-Oeste
Centro-Oeste,2023, 20-24,1324641.0,IBGE,20,Centro-Oeste
Centro-Oeste,2023, 25-29,1360448.0,IBGE,25,Centro-Oeste
Centro-Oeste,2023, 30-34,1342095.0,IBGE,30,Centro-Oeste
Centro-Oeste,2023, 35-39,1365254.0,IBGE,35,Centro-Oeste
Centro-Oeste,2023, 40-44,1346073.0,IBGE,40,Centro-Oeste
Centro-Oeste,2023, 45-49,1185874.0,IBGE,45,Centro-Oeste
Centro-Oeste,2023, 50-54,1030325.0,IBGE,50,Centro-Oeste
Centro-Oeste,2023, 55-59,897549.0,IBGE,55,Centro-Oeste
Centro-Oeste,2023, 60-64,736067.0,IBGE,60,Centro-Oeste
Centro-Oeste,2023, 65-69,559686.0,IBGE,65,Centro-Oeste
Centro-Oeste,2023, 70-74,400322.0,IBGE,70,Centro-Oeste
Centro-Oeste,2023, 75-79,263417.0,IBGE,75,Centro-Oeste
Centro-Oeste,2023,80+,277997.0,IBGE,80,Centro-Oeste
Rondônia,2023, 05-09,132328.0,IBGE,5,Rondônia
Rondônia,2023, 10-14,133776.0,IBGE,10,Rondônia
Rondônia,2023, 15-19,136218.0,IBGE,15,Rondônia
Rondônia,2023, 20-24,142729.0,IBGE,20,Rondônia
Rondônia,2023, 25-29,139921.0,IBGE,25,Rondônia
Rondônia,2023, 30-34,137715.0,IBGE,30,Rondônia
Rondônia,2023, 35-39,139710.0,IBGE,35,Rondônia
Rondônia,2023, 40-44,134004.0,IBGE,40,Rondônia
Rondônia,2023, 45-49,117488.0,IBGE,45,Rondônia
Rondônia,2023, 50-54,102262.0,IBGE,50,Rondônia
Rondônia,2023, 55-59,89317.0,IBGE,55,Rondônia
Rondônia,2023, 60-64,72578.0,IBGE,60,Rondônia
Rondônia,2023, 65-69,53282.0,IBGE,65,Rondônia
Rondônia,2023, 70-74,36334.0,IBGE,70,Rondônia
Rondônia,2023, 75-79,23169.0,IBGE,75,Rondônia
Rondônia,2023,80+,23470.0,IBGE,80,Rondônia
Acre,2023, 05-09,77678.0,IBGE,5,Acre
Acre,2023, 10-14,78189.0,IBGE,10,Acre
Acre,2023, 15-19,85160.0,IBGE,15,Acre
Acre,2023, 20-24,84382.0,IBGE,20,Acre
Acre,2023, 25-29,75958.0,IBGE,25,Acre
Acre,2023, 30-34,66907.0,IBGE,30,Acre
Acre,2023, 35-39,64966.0,IBGE,35,Acre
Acre,2023, 40-44,61815.0,IBGE,40,Acre
Acre,2023, 45-49,51198.0,IBGE,45,Acre
Acre,2023, 50-54,41050.0,IBGE,50,Acre
Acre,2023, 55-59,33466.0,IBGE,55,Acre
Acre,2023, 60-64,26659.0,IBGE,60,Acre
Acre,2023, 65-69,20289.0,IBGE,65,Acre
Acre,2023, 70-74,14459.0,IBGE,70,Acre
Acre,2023, 75-79,9514.0,IBGE,75,Acre
Acre,2023,80+,10018.0,IBGE,80,Acre
Amazonas,2023, 05-09,392192.0,IBGE,5,Amazonas
Amazonas,2023, 10-14,389084.0,IBGE,10,Amazonas
Amazonas,2023, 15-19,386961.0,IBGE,15,Amazonas
Amazonas,2023, 20-24,384889.0,IBGE,20,Amazonas
Amazonas,2023, 25-29,370699.0,IBGE,25,Amazonas
Amazonas,2023, 30-34,331783.0,IBGE,30,Amazonas
Amazonas,2023, 35-39,319892.0,IBGE,35,Amazonas
Amazonas,2023, 40-44,301327.0,IBGE,40,Amazonas
Amazonas,2023, 45-49,251649.0,IBGE,45,Amazonas
Amazonas,2023, 50-54,199482.0,IBGE,50,Amazonas
Amazonas,2023, 55-59,162072.0,IBGE,55,Amazonas
Amazonas,2023, 60-64,130460.0,IBGE,60,Amazonas
Amazonas,2023, 65-69,97340.0,IBGE,65,Amazonas
Amazonas,2023, 70-74,65598.0,IBGE,70,Amazonas
Amazonas,2023, 75-79,41516.0,IBGE,75,Amazonas
Amazonas,2023,80+,43612.0,IBGE,80,Amazonas
Roraima,2023, 05-09,67205.0,IBGE,5,Roraima
Roraima,2023, 10-14,62094.0,IBGE,10,Roraima
Roraima,2023, 15-19,60932.0,IBGE,15,Roraima
Roraima,2023, 20-24,62959.0,IBGE,20,Roraima
Roraima,2023, 25-29,62341.0,IBGE,25,Roraima
Roraima,2023, 30-34,56977.0,IBGE,30,Roraima
Roraima,2023, 35-39,53412.0,IBGE,35,Roraima
Roraima,2023, 40-44,47976.0,IBGE,40,Roraima
Roraima,2023, 45-49,38614.0,IBGE,45,Roraima
Roraima,2023, 50-54,30784.0,IBGE,50,Roraima
Roraima,2023, 55-59,25266.0,IBGE,55,Roraima
Roraima,2023, 60-64,19733.0,IBGE,60,Roraima
Roraima,2023, 65-69,14430.0,IBGE,65,Roraima
Roraima,2023, 70-74,9836.0,IBGE,70,Roraima
Roraima,2023, 75-79,5864.0,IBGE,75,Roraima
Roraima,2023,80+,5571.0,IBGE,80,Roraima
Pará,2023, 05-09,692423.0,IBGE,5,Pará
Pará,2023, 10-14,715008.0,IBGE,10,Pará
Pará,2023, 15-19,777258.0,IBGE,15,Pará
Pará,2023, 20-24,769766.0,IBGE,20,Pará
Pará,2023, 25-29,733917.0,IBGE,25,Pará
Pará,2023, 30-34,689439.0,IBGE,30,Pará
Pará,2023, 35-39,680594.0,IBGE,35,Pará
Pará,2023, 40-44,636405.0,IBGE,40,Pará
Pará,2023, 45-49,534072.0,IBGE,45,Pará
Pará,2023, 50-54,441158.0,IBGE,50,Pará
Pará,2023, 55-59,367326.0,IBGE,55,Pará
Pará,2023, 60-64,299570.0,IBGE,60,Pará
Pará,2023, 65-69,232597.0,IBGE,65,Pará
Pará,2023, 70-74,164598.0,IBGE,70,Pará
Pará,2023, 75-79,109105.0,IBGE,75,Pará
Pará,2023,80+,117269.0,IBGE,80,Pará
Amapá,2023, 05-09,75213.0,IBGE,5,Amapá
Amapá,2023, 10-14,71835.0,IBGE,10,Amapá
Amapá,2023, 15-19,72329.0,IBGE,15,Amapá
Amapá,2023, 20-24,74391.0,IBGE,20,Amapá
Amapá,2023, 25-29,70745.0,IBGE,25,Amapá
Amapá,2023, 30-34,64201.0,IBGE,30,Amapá
Amapá,2023, 35-39,61119.0,IBGE,35,Amapá
Amapá,2023, 40-44,55932.0,IBGE,40,Amapá
Amapá,2023, 45-49,47189.0,IBGE,45,Amapá
Amapá,2023, 50-54,38370.0,IBGE,50,Amapá
Amapá,2023, 55-59,30094.0,IBGE,55,Amapá
Amapá,2023, 60-64,23014.0,IBGE,60,Amapá
Amapá,2023, 65-69,16870.0,IBGE,65,Amapá
Amapá,2023, 70-74,11102.0,IBGE,70,Amapá
Amapá,2023, 75-79,7100.0,IBGE,75,Amapá
Amapá,2023,80+,7505.0,IBGE,80,Amapá
Tocantins,2023, 05-09,123155.0,IBGE,5,Tocantins
Tocantins,2023, 10-14,122143.0,IBGE,10,Tocantins
Tocantins,2023, 15-19,125225.0,IBGE,15,Tocantins
Tocantins,2023, 20-24,126879.0,IBGE,20,Tocantins
Tocantins,2023, 25-29,127644.0,IBGE,25,Tocantins
Tocantins,2023, 30-34,122839.0,IBGE,30,Tocantins
Tocantins,2023, 35-39,123368.0,IBGE,35,Tocantins
Tocantins,2023, 40-44,118912.0,IBGE,40,Tocantins
Tocantins,2023, 45-49,102409.0,IBGE,45,Tocantins
Tocantins,2023, 50-54,86465.0,IBGE,50,Tocantins
Tocantins,2023, 55-59,74822.0,IBGE,55,Tocantins
Tocantins,2023, 60-64,61003.0,IBGE,60,Tocantins
Tocantins,2023, 65-69,47207.0,IBGE,65,Tocantins
Tocantins,2023, 70-74,35395.0,IBGE,70,Tocantins
Tocantins,2023, 75-79,24247.0,IBGE,75,Tocantins
Tocantins,2023,80+,27713.0,IBGE,80,Tocantins
Maranhão,2023, 05-09,554149.0,IBGE,5,Maranhão
Maranhão,2023, 10-14,591098.0,IBGE,10,Maranhão
Maranhão,2023, 15-19,635544.0,IBGE,15,Maranhão
Maranhão,2023, 20-24,602442.0,IBGE,20,Maranhão
Maranhão,2023, 25-29,566073.0,IBGE,25,Maranhão
Maranhão,2023, 30-34,546372.0,IBGE,30,Maranhão
Maranhão,2023, 35-39,557267.0,IBGE,35,Maranhão
Maranhão,2023, 40-44,513498.0,IBGE,40,Maranhão
Maranhão,2023, 45-49,413560.0,IBGE,45,Maranhão
Maranhão,2023, 50-54,348781.0,IBGE,50,Maranhão
Maranhão,2023, 55-59,308319.0,IBGE,55,Maranhão
Maranhão,2023, 60-64,256367.0,IBGE,60,Maranhão
Maranhão,2023, 65-69,203519.0,IBGE,65,Maranhão
Maranhão,2023, 70-74,155568.0,IBGE,70,Maranhão
Maranhão,2023, 75-79,108712.0,IBGE,75,Maranhão
Maranhão,2023,80+,121049.0,IBGE,80,Maranhão
Piauí,2023, 05-09,233603.0,IBGE,5,Piauí
Piauí,2023, 10-14,242561.0,IBGE,10,Piauí
Piauí,2023, 15-19,267357.0,IBGE,15,Piauí
Piauí,2023, 20-24,269871.0,IBGE,20,Piauí
Piauí,2023, 25-29,256230.0,IBGE,25,Piauí
Piauí,2023, 30-34,256045.0,IBGE,30,Piauí
Piauí,2023, 35-39,267983.0,IBGE,35,Piauí
Piauí,2023, 40-44,256866.0,IBGE,40,Piauí
Piauí,2023, 45-49,219424.0,IBGE,45,Piauí
Piauí,2023, 50-54,189879.0,IBGE,50,Piauí
Piauí,2023, 55-59,177587.0,IBGE,55,Piauí
Piauí,2023, 60-64,148966.0,IBGE,60,Piauí
Piauí,2023, 65-69,117858.0,IBGE,65,Piauí
Piauí,2023, 70-74,92849.0,IBGE,70,Piauí
Piauí,2023, 75-79,66799.0,IBGE,75,Piauí
Piauí,2023,80+,79552.0,IBGE,80,Piauí
Ceará,2023, 05-09,643840.0,IBGE,5,Ceará
Ceará,2023, 10-14,645856.0,IBGE,10,Ceará
Ceará,2023, 15-19,684837.0,IBGE,15,Ceará
Ceará,2023, 20-24,727899.0,IBGE,20,Ceará
Ceará,2023, 25-29,765528.0,IBGE,25,Ceará
Ceará,2023, 30-34,755301.0,IBGE,30,Ceará
Ceará,2023, 35-39,738840.0,IBGE,35,Ceará
Ceará,2023, 40-44,685970.0,IBGE,40,Ceará
Ceará,2023, 45-49,591356.0,IBGE,45,Ceará
Ceará,2023, 50-54,529542.0,IBGE,50,Ceará
Ceará,2023, 55-59,488554.0,IBGE,55,Ceará
Ceará,2023, 60-64,399875.0,IBGE,60,Ceará
Ceará,2023, 65-69,303464.0,IBGE,65,Ceará
Ceará,2023, 70-74,241155.0,IBGE,70,Ceará
Ceará,2023, 75-79,175998.0,IBGE,75,Ceará
Ceará,2023,80+,216458.0,IBGE,80,Ceará
Rio Grande do Norte,2023, 05-09,233897.0,IBGE,5,Rio Grande do Norte
Rio Grande do Norte,2023, 10-14,239849.0,IBGE,10,Rio Grande do Norte
Rio Grande do Norte,2023, 15-19,251611.0,IBGE,15,Rio Grande do Norte
Rio Grande do Norte,2023, 20-24,263617.0,IBGE,20,Rio Grande do Norte
Rio Grande do Norte,2023, 25-29,269888.0,IBGE,25,Rio Grande do Norte
Rio Grande do Norte,2023, 30-34,273035.0,IBGE,30,Rio Grande do Norte
Rio Grande do Norte,2023, 35-39,281784.0,IBGE,35,Rio Grande do Norte
Rio Grande do Norte,2023, 40-44,266424.0,IBGE,40,Rio Grande do Norte
Rio Grande do Norte,2023, 45-49,228266.0,IBGE,45,Rio Grande do Norte
Rio Grande do Norte,2023, 50-54,205379.0,IBGE,50,Rio Grande do Norte
Rio Grande do Norte,2023, 55-59,193362.0,IBGE,55,Rio Grande do Norte
Rio Grande do Norte,2023, 60-64,159424.0,IBGE,60,Rio Grande do Norte
Rio Grande do Norte,2023, 65-69,116740.0,IBGE,65,Rio Grande do Norte
Rio Grande do Norte,2023, 70-74,90334.0,IBGE,70,Rio Grande do Norte
Rio Grande do Norte,2023, 75-79,67394.0,IBGE,75,Rio Grande do Norte
Rio Grande do Norte,2023,80+,81266.0,IBGE,80,Rio Grande do Norte
Paraíba,2023, 05-09,288266.0,IBGE,5,Paraíba
Paraíba,2023, 10-14,295180.0,IBGE,10,Paraíba
Paraíba,2023, 15-19,313251.0,IBGE,15,Paraíba
Paraíba,2023, 20-24,322211.0,IBGE,20,Paraíba
Paraíba,2023, 25-29,312469.0,IBGE,25,Paraíba
Paraíba,2023, 30-34,312295.0,IBGE,30,Paraíba
Paraíba,2023, 35-39,323001.0,IBGE,35,Paraíba
Paraíba,2023, 40-44,312540.0,IBGE,40,Paraíba
Paraíba,2023, 45-49,273498.0,IBGE,45,Paraíba
Paraíba,2023, 50-54,241891.0,IBGE,50,Paraíba
Paraíba,2023, 55-59,224157.0,IBGE,55,Paraíba
Paraíba,2023, 60-64,184432.0,IBGE,60,Paraíba
Paraíba,2023, 65-69,142654.0,IBGE,65,Paraíba
Paraíba,2023, 70-74,114809.0,IBGE,70,Paraíba
Paraíba,2023, 75-79,85279.0,IBGE,75,Paraíba
Paraíba,2023,80+,105514.0,IBGE,80,Paraíba
Pernambuco,2023, 05-09,679123.0,IBGE,5,Pernambuco
Pernambuco,2023, 10-14,697478.0,IBGE,10,Pernambuco
Pernambuco,2023, 15-19,732710.0,IBGE,15,Pernambuco
Pernambuco,2023, 20-24,755836.0,IBGE,20,Pernambuco
Pernambuco,2023, 25-29,737756.0,IBGE,25,Pernambuco
Pernambuco,2023, 30-34,722251.0,IBGE,30,Pernambuco
Pernambuco,2023, 35-39,742620.0,IBGE,35,Pernambuco
Pernambuco,2023, 40-44,727790.0,IBGE,40,Pernambuco
Pernambuco,2023, 45-49,646160.0,IBGE,45,Pernambuco
Pernambuco,2023, 50-54,565233.0,IBGE,50,Pernambuco
Pernambuco,2023, 55-59,503556.0,IBGE,55,Pernambuco
Pernambuco,2023, 60-64,421175.0,IBGE,60,Pernambuco
Pernambuco,2023, 65-69,327759.0,IBGE,65,Pernambuco
Pernambuco,2023, 70-74,249499.0,IBGE,70,Pernambuco
Pernambuco,2023, 75-79,178580.0,IBGE,75,Pernambuco
Pernambuco,2023,80+,201866.0,IBGE,80,Pernambuco
Alagoas,2023, 05-09,242865.0,IBGE,5,Alagoas
Alagoas,2023, 10-14,250831.0,IBGE,10,Alagoas
Alagoas,2023, 15-19,257900.0,IBGE,15,Alagoas
Alagoas,2023, 20-24,263803.0,IBGE,20,Alagoas
Alagoas,2023, 25-29,259764.0,IBGE,25,Alagoas
Alagoas,2023, 30-34,242389.0,IBGE,30,Alagoas
Alagoas,2023, 35-39,245347.0,IBGE,35,Alagoas
Alagoas,2023, 40-44,240424.0,IBGE,40,Alagoas
Alagoas,2023, 45-49,210888.0,IBGE,45,Alagoas
Alagoas,2023, 50-54,184002.0,IBGE,50,Alagoas
Alagoas,2023, 55-59,162604.0,IBGE,55,Alagoas
Alagoas,2023, 60-64,132913.0,IBGE,60,Alagoas
Alagoas,2023, 65-69,103121.0,IBGE,65,Alagoas
Alagoas,2023, 70-74,78115.0,IBGE,70,Alagoas
Alagoas,2023, 75-79,53229.0,IBGE,75,Alagoas
Alagoas,2023,80+,54899.0,IBGE,80,Alagoas
Sergipe,2023, 05-09,165043.0,IBGE,5,Sergipe
Sergipe,2023, 10-14,168693.0,IBGE,10,Sergipe
Sergipe,2023, 15-19,176640.0,IBGE,15,Sergipe
Sergipe,2023, 20-24,182008.0,IBGE,20,Sergipe
Sergipe,2023, 25-29,184319.0,IBGE,25,Sergipe
Sergipe,2023, 30-34,179718.0,IBGE,30,Sergipe
Sergipe,2023, 35-39,183405.0,IBGE,35,Sergipe
Sergipe,2023, 40-44,177519.0,IBGE,40,Sergipe
Sergipe,2023, 45-49,153795.0,IBGE,45,Sergipe
Sergipe,2023, 50-54,135502.0,IBGE,50,Sergipe
Sergipe,2023, 55-59,119991.0,IBGE,55,Sergipe
Sergipe,2023, 60-64,96160.0,IBGE,60,Sergipe
Sergipe,2023, 65-69,72733.0,IBGE,65,Sergipe
Sergipe,2023, 70-74,54847.0,IBGE,70,Sergipe
Sergipe,2023, 75-79,37856.0,IBGE,75,Sergipe
Sergipe,2023,80+,42002.0,IBGE,80,Sergipe
Bahia,2023, 05-09,1002525.0,IBGE,5,Bahia
Bahia,2023, 10-14,1034063.0,IBGE,10,Bahia
Bahia,2023, 15-19,1097057.0,IBGE,15,Bahia
Bahia,2023, 20-24,1144928.0,IBGE,20,Bahia
Bahia,2023, 25-29,1133025.0,IBGE,25,Bahia
Bahia,2023, 30-34,1111018.0,IBGE,30,Bahia
Bahia,2023, 35-39,1215830.0,IBGE,35,Bahia
Bahia,2023, 40-44,1222352.0,IBGE,40,Bahia
Bahia,2023, 45-49,1035731.0,IBGE,45,Bahia
Bahia,2023, 50-54,886580.0,IBGE,50,Bahia
Bahia,2023, 55-59,795607.0,IBGE,55,Bahia
Bahia,2023, 60-64,673881.0,IBGE,60,Bahia
Bahia,2023, 65-69,530781.0,IBGE,65,Bahia
Bahia,2023, 70-74,400547.0,IBGE,70,Bahia
Bahia,2023, 75-79,288610.0,IBGE,75,Bahia
Bahia,2023,80+,338953.0,IBGE,80,Bahia
Minas Gerais,2023, 05-09,1314435.0,IBGE,5,Minas Gerais
Minas Gerais,2023, 10-14,1314332.0,IBGE,10,Minas Gerais
Minas Gerais,2023, 15-19,1428101.0,IBGE,15,Minas Gerais
Minas Gerais,2023, 20-24,1574868.0,IBGE,20,Minas Gerais
Minas Gerais,2023, 25-29,1616565.0,IBGE,25,Minas Gerais
Minas Gerais,2023, 30-34,1604526.0,IBGE,30,Minas Gerais
Minas Gerais,2023, 35-39,1656621.0,IBGE,35,Minas Gerais
